265107.1796286075, 0.001000000000000003
396872.80583866505, 0.001431068351774945
523306.7336167418, 0.0017782794100389282
594024.6122897466, 0.0021622487781988225
882476.5203357541, 0.003267013607717285
1056126.9720133464, 0.0034870070882112377
1172156.943967501, 0.004286230000336714
1569026.2320766943, 0.00521172068291805
2068586.9596234167, 0.006763767634660005
2607761.353352865, 0.008314024898027395
3213823.469593209, 0.010789935980903243
4020403.0785241914, 0.014156092644919944
4808462.756790317, 0.018371767615786412
5751400.59593738, 0.02333052589155148
6932706.488268144, 0.027458654038490963
8110741.285900258, 0.031281172189142434
9414784.78345343, 0.039724332080586705
11094686.987251682, 0.048829159104030594
12320120.266174821, 0.05099729840099495
4144199.162317529, 0.012699118767158896
8239034.513062064, 0.02517348807706456
14420231.852082353, 0.050446401103742974
16258220.080774557, 0.04936239539421064
18318817.580992565, 0.05873107153626163
20485763.216299035, 0.07064096181645597
22907418.896714084, 0.08683188824421217
25811660.743931357, 0.10219601520727567
28441598.89443313, 0.1151650643813631
31575224.331674892, 0.12977993346475677
32322779.65413981, 0.09785117335267772
34797328.828729175, 0.14003171736906056
38345523.20919834, 0.1544113589994833
41938577.86592967, 0.17212702263069776
45868309.15883128, 0.1918752099047835
49793509.29727187, 0.21157858002714788
54058431.54370363, 0.22829193334233355
58651325.50437825, 0.2995125980544907
64126672.54620569, 0.3681609617600469
64226483.22557008, 0.22829193334233355
68573963.38821493, 0.41488193818325925
74455367.14527996, 0.4333037551934483
79055308.20724025, 0.4333037551934483
86441563.16472283, 0.5211720682918042
91077511.3290036, 0.5562666442583414
98122979.78617348, 0.6337045019661098
105773266.14208047, 0.6067626898220151
